City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
197,Puerto Escondido,MX,74.23,overcast clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
200,Manokwari,ID,78.12,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
202,Vila Velha,BR,66.15,broken clouds,-20.3297,-40.2925,Hotel Vitória Palace
210,Sao Filipe,CV,78.1,few clouds,14.8961,-24.4956,Hotel Xaguate
212,Presidencia Roque Saenz Pena,AR,84.0,clear sky,-26.7852,-60.4388,Hotel Gualok
217,Los Llanos De Aridane,ES,71.35,few clouds,28.6585,-17.9182,Valle Aridane
220,Ribeira Grande,PT,74.61,overcast clouds,38.5167,-28.7,Quinta da Meia Eira
222,Puerto Carreno,CO,79.38,overcast clouds,6.189,-67.4859,Casa Hotel Victoria
223,San Andres,CO,84.22,broken clouds,12.5847,-81.7006,Hotel Arena Blanca
225,Zhumadian,CN,69.84,scattered clouds,32.9794,114.0294,Ouyue House Hotel
229,Touros,BR,77.04,scattered clouds,-5.1989,-35.4608,INN NEW HORIZON
232,Ejido,VE,69.78,overcast clouds,8.5514,-71.2375,Bora Bora Nails & Spa C.A.
235,Eyl,SO,77.0,scattered clouds,7.9803,49.8164,Amiin Hotel
236,Saint-Joseph,RE,68.38,light rain,-21.3667,55.6167,"""Plantation Bed and Breakfast"
241,Lengshuijiang,CN,76.64,clear sky,27.6881,111.4294,Sheraton
243,Saint-Pierre,RE,69.48,few clouds,-21.3393,55.4781,Alize Plage
245,San Quintin,MX,72.1,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
246,Bundaberg,AU,72.21,clear sky,-24.85,152.35,Takalvan Motel
247,Katsuura,JP,79.95,overcast clouds,35.1333,140.3,Katsuura Hotel Mikazuki
249,Naron,ES,68.04,overcast clouds,43.5167,-8.1528,Marcial
255,Maragogi,BR,73.96,few clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
257,Isangel,VU,80.71,few clouds,-19.55,169.2667,Tanna Lodge
258,Bambous Virieux,MU,71.22,light rain,-20.3428,57.7575,Casa Tia Villa
260,Kasama,ZM,65.01,broken clouds,-10.2129,31.1808,Kalebalika Cottages
262,Mahibadhoo,MV,81.05,few clouds,3.7833,72.9667,Omadhoo Inn
266,Lufilufi,WS,83.98,scattered clouds,-13.8745,-171.5986,Leuaina Beach Resort and Spa
267,Yuncheng,CN,70.7,broken clouds,35.0231,110.9928,晋州快捷酒店
270,Kavaratti,IN,80.38,overcast clouds,10.5669,72.642,Green leaf
272,Tevaitoa,PF,78.12,clear sky,-16.7833,-151.5,Hôtel Raiatea Lodge
273,Makakilo City,US,84.52,clear sky,21.3469,-158.0858,Marriott's Ko Olina Beach Club
275,Alwaye,IN,76.95,mist,10.1167,76.35,Hotel Airlink Castle
276,Redmond,US,70.09,overcast clouds,47.674,-122.1215,Seattle Marriott Redmond
277,Kota Belud,MY,78.76,overcast clouds,6.351,116.4305,Tang Dynasty Lodge Kota Belud
279,Phalombe,MW,68.38,broken clouds,-15.8064,35.6507,RIVONIA
282,Hasaki,JP,81.28,overcast clouds,35.7333,140.8333,Inubosaki Kanko Hotel
283,Port Macquarie,AU,66.88,broken clouds,-31.4333,152.9167,Rydges Port Macquarie
285,Chardara,KZ,69.01,scattered clouds,41.2547,67.9692,Жанаргул
288,Pangkalanbuun,ID,75.11,heavy intensity rain,-2.6833,111.6167,Grand Kecubung Hotel
294,Pyapon,MM,75.7,overcast clouds,16.2833,95.6833,Aung Naing Thu Motel
295,Castelo Branco,PT,78.01,broken clouds,39.8222,-7.4909,MELIÃ Castelo Branco
296,Fort Nelson,CA,65.79,scattered clouds,58.8053,-122.7002,The Fort Nelson Hotel
298,Guerrero Negro,MX,73.63,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
299,Am Timan,TD,69.22,overcast clouds,11.0297,20.2827,Palais du chef Canton Salamt
303,White Rock,CA,69.94,overcast clouds,49.0164,-122.8026,Ocean Promenade Hotel
304,Metro,ID,74.34,overcast clouds,-5.1131,105.3067,OYO 3177 Wisma Lintang
307,Syracuse,IT,76.37,scattered clouds,37.0881,15.2792,Hotel Posta
310,Tabou,CI,76.03,light rain,4.423,-7.3528,hotêl doufoulougou
312,Yining,CN,73.51,broken clouds,29.0361,114.5636,Xiushui Hotel
315,Labrea,BR,83.66,broken clouds,-7.2586,-64.7981,Hotel Novo Horizonte
316,Sungurlu,TR,76.24,clear sky,40.1675,34.3739,Sungurlu Ogretmenevi
317,Peniche,PT,69.3,broken clouds,39.3558,-9.3811,Hotel Star inn Peniche
320,Abnub,EG,77.22,clear sky,27.2696,31.1511,دوار ال عبد الجواد شرق البلد بابنوب
322,Lahijan,IR,65.98,clear sky,37.2061,50.0029,Abrishami Hotel
324,Harper,LR,76.32,light rain,4.375,-7.7169,Screensaver
325,Lompoc,US,78.69,clear sky,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
329,Shache,CN,71.71,overcast clouds,38.4167,77.2406,Delong Hotel
330,Susanville,US,73.24,clear sky,40.4163,-120.653,Comfort Inn & Suites
331,Robertsport,LR,76.87,light rain,6.7533,-11.3686,Kwepunha Retreat
332,Mudon,MM,74.64,overcast clouds,16.2578,97.7164,Motel Mudon
335,Zhanaozen,KZ,71.2,broken clouds,43.3,52.8,K.korabay 28A
342,Marawi,PH,72.77,broken clouds,7.9986,124.2928,Derogongan Residence
343,Buchanan,LR,75.65,light rain,5.8808,-10.0467,Kamaneahn Hotel Inc
345,Kroya,ID,76.51,overcast clouds,-7.6331,109.2461,Devina kost & Homestay Kroya
346,Itarema,BR,77.9,scattered clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
353,Bikaner,IN,83.59,clear sky,28.0167,73.3,The Laxmi Niwas Palace
357,Sao Joao Da Barra,BR,66.29,broken clouds,-21.6403,-41.0511,Pousada Porto De Canoas
362,Luwuk,ID,78.84,overcast clouds,-0.9516,122.7875,Hotel Santika Luwuk
363,Cayenne,GF,82.44,clear sky,4.9333,-52.3333,Hôtel Le Dronmi
366,Maicao,CO,81.25,overcast clouds,11.3832,-72.2432,Hotel Sancho
370,Palmer,US,67.55,few clouds,42.1584,-72.3287,Wedgewood Motel
372,Santa Isabel Do Rio Negro,BR,78.33,overcast clouds,-0.4139,-65.0192,Hotel GSA
375,Billings,US,76.51,scattered clouds,45.7833,-108.5007,Best Western Plus Clocktower Inn
377,Buluang,PH,77.99,overcast clouds,13.3068,123.3425,Sacueza Beach Resort
380,Miri,MY,77.14,moderate rain,4.4148,114.0089,"Mega Hotel, Miri"
381,Naze,JP,77.92,light rain,28.3667,129.4833,Shishime Hotel
384,Bud,US,83.19,clear sky,39.447,-86.1758,Ted McQuinn Trust
386,Sebring,US,76.75,thunderstorm with light rain,27.4956,-81.4409,La Quinta Inn & Suites by Wyndham Sebring
388,West Bend,US,78.37,clear sky,43.4253,-88.1834,AmericInn by Wyndham West Bend
389,Daru,PG,81.79,overcast clouds,-9.0763,143.2092,Daru Lodge
390,Yei,SS,65.14,broken clouds,4.095,30.6779,Twins Hotel Yei
391,Lagoa,PT,73.22,overcast clouds,39.05,-27.9833,Casa Das Faias
392,Kamaishi,JP,74.61,overcast clouds,39.2667,141.8833,Hotel Route Inn Kamaishi
394,Ambilobe,MG,68.13,overcast clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
396,Port-Gentil,GA,78.76,overcast clouds,-0.7193,8.7815,Fengshui Residence
397,Itoman,JP,82.78,broken clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
398,Miles City,US,76.17,clear sky,46.4083,-105.8406,FairBridge Inn & Suites Miles City
399,Rustenburg,ZA,65.75,clear sky,-25.6676,27.2421,Rustenburg Boutique Hotel
403,Pacific Grove,US,75.24,scattered clouds,36.6177,-121.9166,Lovers Point Inn
407,Sibu,MY,75.51,scattered clouds,2.3,111.8167,RH HOTEL (4 Star)
408,Bien Hoa,VN,78.78,overcast clouds,10.95,106.8167,OYO 991 Duy Anh Hotel
409,Sibolga,ID,74.23,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
413,Isla,PH,77.4,scattered clouds,15.8939,120.3036,Green Apple Inn
414,Gizo,SB,83.21,moderate rain,-8.103,156.8419,Imagination Island
416,Mattru,SL,72.79,moderate rain,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
417,Samarai,PG,83.14,broken clouds,-10.6167,150.6667,Nuli Sapi
418,Shingu,JP,79.97,overcast clouds,33.7333,135.9833,Shingu UI Hotel
419,Balud,PH,78.76,overcast clouds,10.1476,123.6953,Pulchra Resort
421,Macas,EC,69.44,light rain,-2.3167,-78.1167,Casa Upano
422,Alpena,US,84.45,few clouds,45.0617,-83.4327,Days Inn by Wyndham Alpena
425,Bam,IR,82.06,clear sky,29.106,58.357,Bam Tourist Hotel
426,Port Blair,IN,80.4,overcast clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
428,Atambua,ID,71.53,overcast clouds,-9.1061,124.8925,Kost Alfa Flat
429,Marang,MY,76.93,overcast clouds,5.2056,103.2059,DBarakah Homestay
436,Sinnamary,GF,80.64,clear sky,5.3833,-52.95,ALETHEIA Appartement Sinnamary
437,Dingle,PH,78.1,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
439,Ambarawa,ID,71.37,broken clouds,-7.2633,110.3975,THE BANDUNGAN HOTEL & CONVENTION
442,Boyuibe,BO,78.39,clear sky,-20.4167,-63.2833,Residencial Eluzai
443,Gorontalo,ID,74.35,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
445,Aswan,EG,83.5,clear sky,24.0934,32.907,Nuba Nile
448,Winnemucca,US,80.65,scattered clouds,40.973,-117.7357,Winners Inn Casino
451,Ardakan,IR,76.93,clear sky,32.31,54.0175,Ardakan Hotel
455,Broome,US,77.63,clear sky,42.2506,-75.833,Chenango Valley State Park
456,Gilbues,BR,84.6,scattered clouds,-9.8317,-45.3439,Hotel Camapuã
457,Srandakan,ID,76.69,overcast clouds,-7.9386,110.2506,Puri Brata
459,Las Palmas,ES,74.19,scattered clouds,28.4204,-14.0131,Casillas De Morales 59.
463,The Valley,AI,79.11,overcast clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
466,Yaring,TH,76.86,overcast clouds,6.8662,101.3689,สถานที่จัดงานแต่ง SOFEE & DORN
467,Luoyang,CN,71.17,few clouds,34.6836,112.4536,易家国际青年旅舍
470,Kupang,ID,78.85,overcast clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
471,Kawalu,ID,71.85,overcast clouds,-7.3817,108.2082,West Jontor
472,Dunmore Town,BS,83.57,scattered clouds,25.5,-76.65,Coral Sands Hotel
477,Chicomuselo,MX,72.27,overcast clouds,15.7667,-92.2667,En Chicomuselo
478,Burla,IN,75.16,overcast clouds,21.5,83.8667,Manoj Kumar Sahoo
480,Turayf,SA,75.45,clear sky,31.6725,38.6637,Al Mudawah Hotel
484,Monroe,US,81.0,broken clouds,43.1501,-77.6831,Rodeway Inn Rochester Airport
486,Siparia,TT,79.83,overcast clouds,10.1333,-61.5,Brook Gardens
488,Cap Malheureux,MU,71.47,clear sky,-19.9842,57.6142,Pereybere Hotel & Spa
490,Kaya,BF,78.1,few clouds,13.0917,-1.0844,Maison de l'appelé
491,Biak,ID,75.09,overcast clouds,-0.9131,122.8766,Penginapan Kim
493,Karratha,AU,71.28,clear sky,-20.7377,116.8463,ibis Styles Karratha
494,Gat,IL,75.88,clear sky,31.61,34.7642,OlusHome
497,Red Bluff,US,79.48,clear sky,40.1785,-122.2358,Hampton Inn & Suites Red Bluff
498,Awjilah,LY,80.28,clear sky,29.1081,21.2869,المنزل
499,Byron Bay,AU,67.71,broken clouds,-28.65,153.6167,Backpackers Inn
500,Balikpapan,ID,77.99,few clouds,-1.2675,116.8289,Swiss-Belhotel Balikpapan
501,Bitung,ID,72.45,overcast clouds,1.4451,125.1824,K2 Lembeh
505,Caravelas,BR,67.37,overcast clouds,-17.7125,-39.2481,Pousada dos Navegantes
507,Kamarion,GR,75.09,clear sky,36.8,25.8167,Rooms Eleni
510,Kribi,CM,74.89,moderate rain,2.95,9.9167,La Grace Hôtel
512,Maceio,BR,72.84,scattered clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
515,Port Alberni,CA,67.87,overcast clouds,49.2413,-124.8028,Somass Motel & RV
517,Kissidougou,GN,69.26,moderate rain,9.1848,-10.0999,Hôtel Mantis
518,Akyab,MM,79.41,overcast clouds,20.15,92.9,ဟိုတယ် မန်မိုရီ
520,Duki,PK,75.7,clear sky,30.1541,68.5728,ماسٹر رشید مرحوم
521,Nizwa,OM,84.51,clear sky,22.9333,57.5333,Orient Apartments
522,Nhulunbuy,AU,77.61,scattered clouds,-12.2333,136.7667,East Arnhem Real Estate
527,Acapulco,MX,76.82,overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
531,Mazamari,PE,77.49,overcast clouds,-11.3258,-74.5308,Hospedaje Ratto
532,Hambantota,LK,78.85,overcast clouds,6.1241,81.1185,Bungalow 63
533,Seoul,KR,74.59,mist,37.5683,126.9778,LOTTE HOTEL SEOUL
534,Mayo,US,79.21,clear sky,38.8876,-76.5119,Resorts Resource Group International
535,Dalbandin,PK,78.71,clear sky,28.8947,64.4101,Sanjrani House
536,Bambanglipuro,ID,76.32,overcast clouds,-7.95,110.2833,Puri Brata
540,Banjar,ID,76.32,overcast clouds,-8.19,114.9675,The Hamsa Resort
541,Miram Shah,PK,76.6,clear sky,33.0086,70.0697,Bachelor Hostel
543,Abaetetuba,BR,80.38,overcast clouds,-1.7181,-48.8825,Hotel Joanayna
544,Port Moresby,PG,80.02,clear sky,-9.4431,147.1797,Lamana Hotel (Port Moresby)
548,La Peca,PE,76.86,light rain,-5.6111,-78.435,Hospedaje San Miguelito
551,Kununurra,AU,66.18,scattered clouds,-15.7667,128.7333,Hotel Kununurra
552,Half Moon Bay,US,76.78,mist,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
554,Dicabisagan,PH,78.62,overcast clouds,17.0818,122.4157,Nancy Montanes Bernardo
556,Buta,CD,69.28,light rain,2.7858,24.73,Hôtel BOPANDO
558,Axim,GH,74.77,overcast clouds,4.8699,-2.2405,Axim Beach Resort And Spa
560,Tamandare,BR,74.12,few clouds,-8.7597,-35.1047,Pousada 100 Passos
564,Hwange,ZW,69.03,clear sky,-18.3693,26.5019,Hwange Colliery Guest House
566,Wajima,JP,79.07,overcast clouds,37.4,136.9,Wajiima Onsen Yashio
569,Caidian,CN,75.33,scattered clouds,30.5833,114.0333,City Comfort Inn Wuhan Caidian Square
571,Bennington,US,67.96,few clouds,42.8781,-73.1968,Best Western Bennington
572,Rawah,IQ,84.85,clear sky,34.4816,41.9093,بيت سميع
580,Champerico,GT,81.14,overcast clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
581,Benghazi,LY,78.73,clear sky,32.1167,20.0667,Tibesti Hotel
583,Loikaw,MM,67.48,overcast clouds,19.6742,97.2094,Myat Nan Taw Hotel
587,Helong,CN,65.8,broken clouds,42.5397,128.9972,Helong Hotel
589,Farrukhnagar,IN,71.31,overcast clouds,17.0778,78.2011,Musthafa Five Star Kiranam
592,Massakory,TD,77.4,overcast clouds,12.996,15.7293,Chabakari - Am Doukhan
594,Kieta,PG,83.64,light rain,-6.2167,155.6333,Uruna Bay Retreat
598,Makat,KZ,70.54,overcast clouds,47.6469,53.3463,Umit
599,Norfolk,US,69.48,clear sky,42.1668,-71.2495,Residence Inn by Marriott Boston Norwood/Canton
602,Nabire,ID,73.92,broken clouds,-3.3667,135.4833,Hotel Nusantara I
603,Pendleton,US,74.43,clear sky,45.6721,-118.7886,Americas Best Value Inn Pendleton
607,Grand Gaube,MU,71.38,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
611,Tual,ID,81.27,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
612,Yarmouth,US,65.97,clear sky,41.7057,-70.2286,Blue Rock Resort
618,Thio,NC,80.56,clear sky,-21.6167,166.2167,Gîte d'Ouroué
619,Bago,MM,75.36,overcast clouds,17.3367,96.4797,Jade Garden
623,La Libertad,EC,69.46,broken clouds,-2.2333,-80.9,Playa Canela Hotel Boutique
625,Tonj,SS,70.52,clear sky,7.2737,28.6822,Lakan Hotel
627,Atascadero,US,76.28,clear sky,35.4894,-120.6707,"Holiday Inn Express & Suites Atascadero, an IHG Hotel"
628,Olinda,BR,78.53,scattered clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
630,Jalu,LY,80.92,clear sky,29.0331,21.5482,صاحبة الفخامة
634,Fruitvale,US,79.03,clear sky,39.0817,-108.4968,Grand Junction Palomino Inn
635,Hualmay,PE,65.14,scattered clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
636,Sohag,EG,77.29,clear sky,26.557,31.6948,Civil Registry - Sohag 1
639,Loa Janan,ID,75.18,overcast clouds,-0.583,117.095,Kost bu jono
643,Domoni,KM,73.62,few clouds,-12.2569,44.5319,Al Djadid
644,Onalaska,US,77.05,clear sky,43.8844,-91.2351,Stoney Creek Hotel La Crosse - Onalaska
646,Teguise,ES,71.82,few clouds,29.0605,-13.564,B&B La Casona de Nazaret
647,San Cristobal,VE,78.98,overcast clouds,7.7669,-72.225,Pirineos
649,Roma,US,72.82,clear sky,43.2128,-75.4557,Wingate By Wyndham Rome
650,Lordelo,PT,73.53,overcast clouds,41.2345,-8.403,Appartement Près De Porto
652,Isabela,PH,75.25,overcast clouds,6.7085,121.9711,Isawad Resort
655,Kavieng,PG,83.01,broken clouds,-2.5744,150.7967,Nusa Island Retreat
658,Keelung,TW,78.12,few clouds,25.1283,121.7419,East Coast Star Boutique Hotel
659,Takoradi,GH,74.77,overcast clouds,4.8845,-1.7554,Raybow International Hotel
660,Lorengau,PG,84.13,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
662,Tautira,PF,76.6,light rain,-17.7333,-149.15,Pension Oaoa
666,Ca Mau,VN,76.73,overcast clouds,9.1769,105.15,Mường Thanh Luxury Cà Mau Hotel
667,Inhambane,MZ,70.86,clear sky,-23.865,35.3833,Oceano
668,Denia,ES,77.74,light rain,38.8408,0.1057,Hotel Port Dénia
671,Manta,EC,72.64,broken clouds,-0.95,-80.7333,Balandra Hotel
673,Sao Gabriel Da Cachoeira,BR,78.06,overcast clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
675,Carballo,ES,68.76,overcast clouds,43.213,-8.691,Pazo do Souto
676,Rapid Valley,US,75.76,clear sky,44.0625,-103.1463,Fairfield Inn & Suites by Marriott Rapid City
677,Ponta Delgada,PT,72.32,few clouds,37.7333,-25.6667,Vila Nova Hotel
678,Nouadhibou,MR,75.18,clear sky,20.931,-17.0347,El Medina
679,San Felipe,VE,77.29,broken clouds,10.3399,-68.7425,Posada Llovizna Rodríguez
682,Batouri,CM,67.42,light rain,4.4333,14.3667,Hotel Hollywood
684,Sambava,MG,67.06,light rain,-14.2667,50.1667,Melrose
686,Dakar,SN,82.53,scattered clouds,14.6937,-17.4441,Novotel Dakar
687,Petauke,ZM,70.99,broken clouds,-14.2426,31.3253,Kwamwanja Wanthu
691,Alexandria,EG,70.34,clear sky,31.2156,29.9553,Royal Crown Hotel
692,Saint-Leu,RE,68.86,few clouds,-21.15,55.2833,La Caz Oceane
693,Ushibuka,JP,83.41,moderate rain,32.1906,130.0228,Hotei
695,Chuguyevka,RU,65.41,overcast clouds,44.1653,133.8633,Svet V Okne
696,Taungdwingyi,MM,74.55,overcast clouds,20.0167,95.55,NayNaing MobileService
699,Taft,IR,73.35,few clouds,31.7471,54.2088,عمارت ساعتی تفت
703,Nathdwara,IN,70.45,clear sky,24.9333,73.8167,Hotel Sudarshan
704,Arrifes,PT,70.05,few clouds,37.7667,-25.7,Hotel Ponta Delgada
707,Tena,EC,80.76,light rain,-0.9833,-77.8167,Hostal Tena Ñaui
